sample_index,filename,original_label,original_class_name,synthetic_label,synthetic_class_name,anomaly_type,human_label,human_class_name,human_label_available,ood_category,corruption_type,is_hard_sample,is_vit_based
28261,moving_van_s_000598.png,9,truck,2,bird,random_flip,7,horse,True,,,False,False
28262,equus_caballus_s_000273.png,7,horse,0,airplane,gross,9,truck,True,,,False,True
28263,canis_familiaris_s_000590.png,5,dog,3,cat,near_miss,3,cat,True,,,False,True
28264,broodmare_s_001460.png,7,horse,1,automobile,random_flip,5,dog,True,,,False,False
28265,wagon_s_001557.png,1,automobile,4,deer,gross,1,automobile,True,,,False,True
28266,boat_s_000302.png,8,ship,8,ship,clean,1,automobile,True,,,False,False
28267,stealth_fighter_s_001439.png,0,airplane,6,frog,gross,9,truck,True,,,False,True
28268,coupe_s_001452.png,1,automobile,8,ship,near_miss,6,frog,True,,,False,True
28269,pleasure_boat_s_000417.png,8,ship,8,ship,clean,1,automobile,True,,,False,False
28270,airbus_s_000547.png,0,airplane,8,ship,ambiguous,8,ship,True,,,False,False
28271,dama_dama_s_000032.png,4,deer,2,bird,near_miss,7,horse,True,,,False,True
28272,amphibious_aircraft_s_000771.png,0,airplane,8,ship,ambiguous,8,ship,True,,,False,False
28273,plane_s_000856.png,0,airplane,1,automobile,ambiguous,1,automobile,True,,,False,False
28274,station_wagon_s_002655.png,1,automobile,1,automobile,clean_hard,4,deer,True,,,False,True
28275,bufo_viridis_s_001280.png,6,frog,6,frog,clean,6,frog,True,,,False,False
28276,station_wagon_s_001404.png,1,automobile,2,bird,ambiguous,2,bird,True,,,False,False
28277,leopard_frog_s_001540.png,6,frog,6,frog,clean,0,airplane,True,,,False,False
28278,capreolus_capreolus_s_000892.png,4,deer,0,airplane,ambiguous,0,airplane,True,,,True,False
28279,pilot_boat_s_000945.png,8,ship,8,ship,clean,8,ship,True,,,False,False
28280,compact_car_s_001462.png,1,automobile,1,automobile,clean,6,frog,True,,,False,False
28281,night_bird_s_000047.png,2,bird,4,deer,gross,1,automobile,True,,,True,True
28282,domestic_dog_s_000089.png,5,dog,5,dog,clean,8,ship,True,,,False,False
28283,toy_dog_s_000129.png,5,dog,5,dog,clean,7,horse,True,,,True,False
28284,tug_s_000448.png,8,ship,8,ship,clean,5,dog,True,,,False,False
28285,tipper_s_001482.png,9,truck,0,airplane,near_miss,6,frog,True,,,False,True
28286,pekingese_s_000925.png,5,dog,2,bird,near_miss,9,truck,True,,,False,True
28287,speedboat_s_001994.png,8,ship,0,airplane,random_flip,7,horse,True,,,False,False
28288,police_cruiser_s_000386.png,1,automobile,2,bird,ood,6,frog,True,bookstore,,False,False
28289,capreolus_capreolus_s_001055.png,4,deer,4,deer,clean,8,ship,True,,,False,False
28290,rangifer_tarandus_s_000272.png,4,deer,4,deer,clean_hard,5,dog,True,,,False,True
28291,dromaius_novaehollandiae_s_000161.png,2,bird,2,bird,clean,8,ship,True,,,True,False
28292,automobile_s_002104.png,1,automobile,6,frog,gross,4,deer,True,,,False,True
28293,dawn_horse_s_000418.png,7,horse,8,ship,gross,6,frog,True,,,False,True
28294,puppy_s_001472.png,5,dog,1,automobile,near_miss,3,cat,True,,,False,True
28295,iceboat_s_000183.png,8,ship,8,ship,corrupted,1,automobile,True,,blur,True,False
28296,gelding_s_000615.png,7,horse,6,frog,gross,1,automobile,True,,,False,True
28297,coupe_s_000717.png,1,automobile,6,frog,gross,6,frog,True,,,False,True
28298,coupe_s_001521.png,1,automobile,2,bird,gross,9,truck,True,,,False,True
28299,chihuahua_s_000484.png,5,dog,5,dog,clean,2,bird,True,,,True,False
28300,biplane_s_001719.png,0,airplane,0,airplane,clean,1,automobile,True,,,False,False
28301,rhea_s_001693.png,2,bird,3,cat,near_miss,0,airplane,True,,,True,True
28302,attack_aircraft_s_000134.png,0,airplane,5,dog,ambiguous,5,dog,True,,,False,False
28303,leopard_frog_s_001996.png,6,frog,2,bird,near_miss,7,horse,True,,,False,True
28304,dumper_s_000404.png,9,truck,9,truck,clean,0,airplane,True,,,False,False
28305,jumbo_jet_s_000275.png,0,airplane,0,airplane,clean_hard,2,bird,True,,,False,True
28306,pekingese_s_002044.png,5,dog,8,ship,gross,7,horse,True,,,False,True
28307,prunella_modularis_s_000727.png,2,bird,4,deer,random_flip,7,horse,True,,,False,False
28308,felis_domesticus_s_000595.png,3,cat,8,ship,ambiguous,8,ship,True,,,False,False
28309,tow_truck_s_000005.png,9,truck,9,truck,clean,4,deer,True,,,False,False
28310,containership_s_000128.png,8,ship,0,airplane,random_flip,2,bird,True,,,False,False
28311,twinjet_s_000475.png,0,airplane,9,truck,random_flip,3,cat,True,,,False,False
28312,tabby_cat_s_002561.png,3,cat,3,cat,corrupted,1,automobile,True,,blur,True,False
28313,odocoileus_hemionus_s_000965.png,4,deer,2,bird,near_miss,9,truck,True,,,True,True
28314,coupe_s_001545.png,1,automobile,8,ship,random_flip,0,airplane,True,,,False,False
28315,cervus_elaphus_s_000320.png,4,deer,8,ship,random_flip,4,deer,True,,,False,False
28316,house_cat_s_000270.png,3,cat,3,cat,clean,2,bird,True,,,True,False
28317,musk_deer_s_000186.png,4,deer,4,deer,clean_hard,6,frog,True,,,False,True
28318,trucking_rig_s_001549.png,9,truck,8,ship,near_miss,3,cat,True,,,False,True
28319,roe_deer_s_000875.png,4,deer,3,cat,near_miss,4,deer,True,,,False,True
28320,fighter_aircraft_s_001224.png,0,airplane,0,airplane,clean,8,ship,True,,,False,False
28321,maltese_dog_s_000906.png,5,dog,7,horse,near_miss,6,frog,True,,,False,True
28322,toad_s_002354.png,6,frog,6,frog,clean,1,automobile,True,,,False,False
28323,pilot_boat_s_001768.png,8,ship,4,deer,gross,5,dog,True,,,False,True
28324,cargo_vessel_s_001236.png,8,ship,3,cat,random_flip,7,horse,True,,,False,False
28325,rana_temporaria_s_000344.png,6,frog,8,ship,gross,5,dog,True,,,False,True
28326,beach_wagon_s_000458.png,1,automobile,1,automobile,clean,7,horse,True,,,False,False
28327,bird_s_000546.png,2,bird,1,automobile,ambiguous,1,automobile,True,,,False,False
28328,arabian_s_002018.png,7,horse,3,cat,ambiguous,3,cat,True,,,True,False
28329,trucking_rig_s_001617.png,9,truck,9,truck,clean,0,airplane,True,,,False,False
28330,tabby_s_000274.png,3,cat,3,cat,clean_hard,3,cat,True,,,False,True
28331,domestic_cat_s_001642.png,3,cat,3,cat,clean,7,horse,True,,,False,False
28332,passenger_ship_s_000436.png,8,ship,0,airplane,near_miss,1,automobile,True,,,True,True
28333,prunella_modularis_s_000613.png,2,bird,8,ship,random_flip,8,ship,True,,,False,False
28334,odocoileus_hemionus_s_000034.png,4,deer,4,deer,clean,8,ship,True,,,False,False
28335,coupe_s_000054.png,1,automobile,9,truck,near_miss,6,frog,True,,,False,True
28336,lapdog_s_001874.png,5,dog,8,ship,gross,1,automobile,True,,,False,True
28337,fire_truck_s_001134.png,9,truck,8,ship,near_miss,2,bird,True,,,False,True
28338,capreolus_capreolus_s_001000.png,4,deer,4,deer,clean,2,bird,True,,,False,False
28339,dog_s_001839.png,5,dog,1,automobile,near_miss,8,ship,True,,,False,True
28340,mutt_s_000456.png,5,dog,5,dog,clean,2,bird,True,,,True,False
28341,pekingese_s_000002.png,5,dog,6,frog,random_flip,3,cat,True,,,False,False
28342,maltese_s_001910.png,5,dog,5,dog,clean_hard,0,airplane,True,,,False,True
28343,finch_s_000747.png,2,bird,4,deer,random_flip,9,truck,True,,,True,False
28344,auto_s_001977.png,1,automobile,1,automobile,clean,7,horse,True,,,False,False
28345,dunnock_s_000036.png,2,bird,3,cat,near_miss,2,bird,True,,,False,True
28346,moose_s_000341.png,4,deer,4,deer,clean,9,truck,True,,,True,False
28347,convertible_s_001588.png,1,automobile,1,automobile,clean,9,truck,True,,,False,False
28348,accentor_s_000509.png,2,bird,2,bird,clean,8,ship,True,,,False,False
28349,roe_deer_s_001774.png,4,deer,4,deer,clean_hard,7,horse,True,,,False,True
28350,chihuahua_s_002112.png,5,dog,9,truck,random_flip,7,horse,True,,,False,False
28351,fire_engine_s_001646.png,9,truck,9,truck,clean_hard,3,cat,True,,,False,True
28352,compact_car_s_000123.png,1,automobile,1,automobile,clean,8,ship,True,,,False,False
28353,camion_s_000518.png,9,truck,9,truck,clean,6,frog,True,,,False,False
28354,monoplane_s_000040.png,0,airplane,0,airplane,clean,1,automobile,True,,,False,False
28355,toad_s_000404.png,6,frog,6,frog,ood,5,dog,True,fastfood_restaurant,,False,False
28356,felis_domesticus_s_000525.png,3,cat,3,cat,clean,8,ship,True,,,False,False
28357,bird_of_passage_s_000597.png,2,bird,2,bird,clean_hard,3,cat,True,,,True,True
28358,lorry_s_001549.png,9,truck,3,cat,near_miss,3,cat,True,,,False,True
28359,garbage_truck_s_000959.png,9,truck,9,truck,clean,4,deer,True,,,False,False
28360,monoplane_s_000461.png,0,airplane,0,airplane,clean,8,ship,True,,,False,False
28361,tabby_cat_s_001433.png,3,cat,3,cat,clean,2,bird,True,,,False,False
28362,coupe_s_001047.png,1,automobile,9,truck,random_flip,3,cat,True,,,False,False
28363,monoplane_s_000177.png,0,airplane,6,frog,random_flip,8,ship,True,,,False,False
28364,mare_s_000248.png,7,horse,7,horse,clean,1,automobile,True,,,False,False
28365,lorry_s_001582.png,9,truck,0,airplane,ambiguous,0,airplane,True,,,False,False
28366,lipizzan_s_000055.png,7,horse,7,horse,clean,5,dog,True,,,True,False
28367,pickerel_frog_s_000108.png,6,frog,1,automobile,gross,1,automobile,True,,,False,True
28368,tabby_s_000157.png,3,cat,3,cat,clean_hard,0,airplane,True,,,True,True
28369,broodmare_s_000973.png,7,horse,6,frog,ambiguous,6,frog,True,,,False,False
28370,rana_clamitans_s_000142.png,6,frog,9,truck,gross,5,dog,True,,,False,True
28371,transporter_s_000373.png,9,truck,9,truck,clean_hard,4,deer,True,,,False,True
28372,fallow_deer_s_000676.png,4,deer,4,deer,clean,9,truck,True,,,False,False
28373,tabby_s_002304.png,3,cat,5,dog,near_miss,5,dog,True,,,False,True
28374,texas_toad_s_000207.png,6,frog,6,frog,clean,4,deer,True,,,False,False
28375,odocoileus_hemionus_s_000283.png,4,deer,4,deer,clean,7,horse,True,,,False,False
28376,fire_truck_s_002309.png,9,truck,9,truck,clean,3,cat,True,,,True,False
28377,anthus_pratensis_s_000603.png,2,bird,1,automobile,ood,0,airplane,True,grocerystore,,False,False
28378,bufo_s_000712.png,6,frog,0,airplane,random_flip,7,horse,True,,,True,False
28379,ladder_truck_s_001241.png,9,truck,3,cat,random_flip,4,deer,True,,,False,False
28380,fighter_aircraft_s_000772.png,0,airplane,0,airplane,corrupted,3,cat,True,,contrast_low,False,False
28381,estate_car_s_001790.png,1,automobile,9,truck,near_miss,1,automobile,True,,,False,True
28382,rana_catesbeiana_s_000898.png,6,frog,6,frog,clean,3,cat,True,,,False,False
28383,estate_car_s_000039.png,1,automobile,4,deer,ood,5,dog,True,prisoncell,,False,False
28384,merchantman_s_001531.png,8,ship,0,airplane,near_miss,0,airplane,True,,,False,True
28385,quarter_horse_s_001779.png,7,horse,7,horse,clean,4,deer,True,,,False,False
28386,puppy_s_002124.png,5,dog,1,automobile,random_flip,5,dog,True,,,False,False
28387,fallow_deer_s_000305.png,4,deer,4,deer,clean,1,automobile,True,,,True,False
28388,red_deer_s_001307.png,4,deer,4,deer,clean,3,cat,True,,,False,False
28389,blenheim_spaniel_s_001145.png,5,dog,5,dog,clean_hard,9,truck,True,,,True,True
28390,panel_truck_s_000944.png,9,truck,9,truck,clean_hard,1,automobile,True,,,False,True
28391,dump_truck_s_000246.png,9,truck,9,truck,clean_hard,4,deer,True,,,False,True
28392,tennessee_walker_s_000513.png,7,horse,5,dog,near_miss,3,cat,True,,,False,True
28393,convertible_s_002207.png,1,automobile,1,automobile,clean_hard,0,airplane,True,,,False,True
28394,shooting_brake_s_000529.png,1,automobile,6,frog,gross,8,ship,True,,,False,True
28395,bufo_bufo_s_001751.png,6,frog,6,frog,clean_hard,2,bird,True,,,False,True
28396,liberty_ship_s_001278.png,8,ship,8,ship,clean,8,ship,True,,,False,False
28397,apteryx_s_000274.png,2,bird,2,bird,clean,5,dog,True,,,True,False
28398,broodmare_s_000713.png,7,horse,2,bird,ambiguous,2,bird,True,,,False,False
28399,meadow_pipit_s_000004.png,2,bird,8,ship,ambiguous,8,ship,True,,,False,False
28400,stealth_fighter_s_001128.png,0,airplane,4,deer,random_flip,2,bird,True,,,False,False
28401,airliner_s_001312.png,0,airplane,2,bird,ood,6,frog,True,nursery,,False,False
28402,jetliner_s_001016.png,0,airplane,2,bird,ood,3,cat,True,church_inside,,False,False
28403,nandu_s_001900.png,2,bird,2,bird,clean,9,truck,True,,,False,False
28404,mutt_s_001445.png,5,dog,5,dog,corrupted,4,deer,True,,gaussian_noise,True,False
28405,delivery_truck_s_001281.png,9,truck,1,automobile,near_miss,5,dog,True,,,False,True
28406,tipper_lorry_s_000301.png,9,truck,9,truck,clean,4,deer,True,,,False,False
28407,rangifer_caribou_s_000389.png,4,deer,4,deer,clean,4,deer,True,,,False,False
28408,monoplane_s_000218.png,0,airplane,4,deer,random_flip,1,automobile,True,,,False,False
28409,mutt_s_000714.png,5,dog,2,bird,near_miss,1,automobile,True,,,False,True
28410,alauda_arvensis_s_000130.png,2,bird,2,bird,clean_hard,6,frog,True,,,False,True
28411,mongrel_s_000564.png,5,dog,3,cat,ambiguous,3,cat,True,,,True,False
28412,lightship_s_001725.png,8,ship,3,cat,random_flip,0,airplane,True,,,False,False
28413,spadefoot_s_000010.png,6,frog,6,frog,clean_hard,2,bird,True,,,False,True
28414,deer_s_001339.png,4,deer,0,airplane,ood,8,ship,True,prisoncell,,False,False
28415,delivery_truck_s_001158.png,9,truck,9,truck,clean_hard,9,truck,True,,,False,True
28416,european_toad_s_000314.png,6,frog,6,frog,clean,2,bird,True,,,True,False
28417,coupe_s_000207.png,1,automobile,1,automobile,clean,0,airplane,True,,,False,False
28418,boat_s_000832.png,8,ship,0,airplane,near_miss,7,horse,True,,,False,True
28419,domestic_cat_s_001165.png,3,cat,5,dog,random_flip,2,bird,True,,,False,False
28420,station_wagon_s_000849.png,1,automobile,0,airplane,near_miss,1,automobile,True,,,False,True
28421,leptodactylid_s_000015.png,6,frog,2,bird,near_miss,1,automobile,True,,,False,True
28422,wagtail_s_000785.png,2,bird,4,deer,near_miss,1,automobile,True,,,False,True
28423,tabby_cat_s_000937.png,3,cat,9,truck,gross,9,truck,True,,,False,True
28424,container_vessel_s_000726.png,8,ship,9,truck,near_miss,7,horse,True,,,False,True
28425,pekingese_s_002062.png,5,dog,3,cat,near_miss,1,automobile,True,,,True,True
28426,honey_eater_s_000555.png,2,bird,2,bird,clean,5,dog,True,,,False,False
28427,pekingese_s_001719.png,5,dog,2,bird,near_miss,4,deer,True,,,True,True
28428,attack_aircraft_s_000587.png,0,airplane,6,frog,gross,8,ship,True,,,False,True
28429,female_horse_s_001447.png,7,horse,6,frog,gross,1,automobile,True,,,False,True
28430,lapdog_s_001957.png,5,dog,1,automobile,random_flip,2,bird,True,,,False,False
28431,boat_s_001487.png,8,ship,1,automobile,near_miss,6,frog,True,,,False,True
28432,american_toad_s_000122.png,6,frog,6,frog,clean_hard,4,deer,True,,,False,True
28433,felis_domesticus_s_000499.png,3,cat,3,cat,clean,9,truck,True,,,False,False
28434,compact_s_002529.png,1,automobile,0,airplane,near_miss,8,ship,True,,,False,True
28435,cabin_cruiser_s_000690.png,8,ship,8,ship,clean,7,horse,True,,,False,False
28436,racing_boat_s_000123.png,8,ship,4,deer,gross,5,dog,True,,,True,True
28437,tabby_s_000632.png,3,cat,3,cat,clean,0,airplane,True,,,False,False
28438,mutt_s_000283.png,5,dog,6,frog,near_miss,2,bird,True,,,False,True
28439,pekingese_s_002067.png,5,dog,5,dog,clean_hard,9,truck,True,,,False,True
28440,pekingese_s_002422.png,5,dog,5,dog,clean_hard,0,airplane,True,,,False,True
28441,automobile_s_000779.png,1,automobile,1,automobile,corrupted,8,ship,True,,blur,False,False
28442,peke_s_001522.png,5,dog,5,dog,clean,3,cat,True,,,False,False
28443,honey_eater_s_000952.png,2,bird,2,bird,clean,0,airplane,True,,,False,False
28444,dive_bomber_s_001675.png,0,airplane,2,bird,ambiguous,2,bird,True,,,False,False
28445,bufo_viridis_s_001001.png,6,frog,6,frog,clean,1,automobile,True,,,False,False
28446,dawn_horse_s_000157.png,7,horse,7,horse,clean,3,cat,True,,,False,False
28447,felis_catus_s_000198.png,3,cat,3,cat,clean,7,horse,True,,,False,False
28448,dumper_s_000015.png,9,truck,9,truck,clean,8,ship,True,,,False,False
28449,airliner_s_000174.png,0,airplane,0,airplane,clean,3,cat,True,,,False,False
28450,speedboat_s_000997.png,8,ship,8,ship,clean,5,dog,True,,,False,False
28451,garbage_truck_s_002152.png,9,truck,9,truck,clean_hard,2,bird,True,,,False,True
28452,finch_s_000715.png,2,bird,2,bird,clean,7,horse,True,,,False,False
28453,riding_horse_s_000105.png,7,horse,4,deer,ambiguous,4,deer,True,,,False,False
28454,bufo_s_000435.png,6,frog,7,horse,ambiguous,7,horse,True,,,False,False
28455,arabian_s_002369.png,7,horse,7,horse,clean,2,bird,True,,,False,False
28456,twinjet_s_001114.png,0,airplane,0,airplane,clean,5,dog,True,,,False,False
28457,tabby_cat_s_000824.png,3,cat,3,cat,clean_hard,0,airplane,True,,,False,True
28458,cassowary_s_000442.png,2,bird,2,bird,clean,8,ship,True,,,False,False
28459,articulated_lorry_s_000877.png,9,truck,9,truck,clean,2,bird,True,,,False,False
28460,chihuahua_s_001219.png,5,dog,5,dog,clean_hard,8,ship,True,,,True,True
28461,minelayer_s_000543.png,8,ship,9,truck,near_miss,0,airplane,True,,,False,True
28462,pickerel_frog_s_000427.png,6,frog,5,dog,near_miss,0,airplane,True,,,False,True
28463,saddle_horse_s_001599.png,7,horse,7,horse,clean,7,horse,True,,,False,False
28464,american_elk_s_000550.png,4,deer,5,dog,random_flip,0,airplane,True,,,False,False
28465,cavalry_horse_s_001682.png,7,horse,7,horse,clean_hard,2,bird,True,,,False,True
28466,true_frog_s_000211.png,6,frog,6,frog,clean_hard,6,frog,True,,,True,True
28467,fighter_aircraft_s_001749.png,0,airplane,0,airplane,clean_hard,0,airplane,True,,,False,True
28468,gelding_s_000240.png,7,horse,7,horse,clean,6,frog,True,,,False,False
28469,floatplane_s_000070.png,0,airplane,5,dog,random_flip,4,deer,True,,,False,False
28470,fallow_deer_s_000129.png,4,deer,4,deer,corrupted,3,cat,True,,blur,False,False
28471,lapdog_s_000116.png,5,dog,2,bird,near_miss,9,truck,True,,,True,True
28472,alley_cat_s_002691.png,3,cat,4,deer,near_miss,3,cat,True,,,False,True
28473,quarter_horse_s_001458.png,7,horse,7,horse,clean,8,ship,True,,,False,False
28474,wagon_s_001416.png,1,automobile,1,automobile,clean,1,automobile,True,,,False,False
28475,mutt_s_000389.png,5,dog,5,dog,clean_hard,1,automobile,True,,,True,True
28476,compact_car_s_000614.png,1,automobile,9,truck,near_miss,8,ship,True,,,False,True
28477,cat_s_001030.png,3,cat,2,bird,random_flip,2,bird,True,,,False,False
28478,mule_deer_s_002572.png,4,deer,4,deer,ood,9,truck,True,bedroom,,False,False
28479,struthio_camelus_s_000892.png,2,bird,3,cat,near_miss,0,airplane,True,,,False,True
28480,lipizzan_s_001324.png,7,horse,7,horse,clean,8,ship,True,,,False,False
28481,bufo_viridis_s_000830.png,6,frog,2,bird,random_flip,7,horse,True,,,False,False
28482,rana_pipiens_s_000913.png,6,frog,6,frog,corrupted,5,dog,True,,contrast_low,False,False
28483,trucking_rig_s_000849.png,9,truck,1,automobile,ambiguous,1,automobile,True,,,False,False
28484,pekingese_s_001171.png,5,dog,5,dog,clean_hard,0,airplane,True,,,False,True
28485,capreolus_capreolus_s_000886.png,4,deer,4,deer,clean,4,deer,True,,,False,False
28486,stud_mare_s_001628.png,7,horse,7,horse,clean,1,automobile,True,,,False,False
28487,airliner_s_001914.png,0,airplane,0,airplane,clean,1,automobile,True,,,False,False
28488,house_cat_s_001066.png,3,cat,3,cat,clean_hard,6,frog,True,,,False,True
28489,cervus_elaphus_s_000427.png,4,deer,4,deer,clean_hard,7,horse,True,,,False,True
28490,bufo_viridis_s_000269.png,6,frog,6,frog,clean_hard,1,automobile,True,,,False,True
28491,freighter_s_001662.png,8,ship,8,ship,ood,4,deer,True,poolinside,,False,False
28492,bufo_bufo_s_000971.png,6,frog,2,bird,near_miss,7,horse,True,,,False,True
28493,container_vessel_s_001496.png,8,ship,8,ship,clean,4,deer,True,,,False,False
28494,rana_catesbeiana_s_000094.png,6,frog,6,frog,clean,2,bird,True,,,False,False
28495,garbage_truck_s_002054.png,9,truck,9,truck,corrupted,9,truck,True,,blur,False,False
28496,quarter_horse_s_001639.png,7,horse,6,frog,gross,6,frog,True,,,False,True
28497,elephant_bird_s_000396.png,2,bird,4,deer,near_miss,0,airplane,True,,,True,True
28498,stallion_s_001782.png,7,horse,7,horse,clean,0,airplane,True,,,False,False
28499,lightship_s_000174.png,8,ship,8,ship,clean,5,dog,True,,,False,False
28500,deer_s_001178.png,4,deer,4,deer,clean_hard,1,automobile,True,,,False,True
28501,bufo_bufo_s_000365.png,6,frog,6,frog,clean,0,airplane,True,,,False,False
28502,lippizaner_s_000772.png,7,horse,3,cat,ood,4,deer,True,stairscase,,False,False
28503,bufo_marinus_s_001165.png,6,frog,6,frog,clean,1,automobile,True,,,False,False
28504,bufo_calamita_s_000907.png,6,frog,5,dog,near_miss,7,horse,True,,,False,True
28505,blenheim_spaniel_s_000566.png,5,dog,1,automobile,ood,0,airplane,True,winecellar,,False,False
28506,grass_frog_s_000886.png,6,frog,6,frog,clean_hard,4,deer,True,,,True,True
28507,hospital_ship_s_000016.png,8,ship,6,frog,gross,5,dog,True,,,False,True
28508,chihuahua_s_000283.png,5,dog,5,dog,clean,7,horse,True,,,True,False
28509,elk_s_002649.png,4,deer,4,deer,clean,8,ship,True,,,False,False
28510,domestic_dog_s_000292.png,5,dog,4,deer,near_miss,8,ship,True,,,True,True
28511,dumper_s_002259.png,9,truck,2,bird,random_flip,6,frog,True,,,False,False
28512,biplane_s_000744.png,0,airplane,0,airplane,ood,9,truck,True,laundromat,,False,False
28513,tabby_cat_s_002156.png,3,cat,9,truck,random_flip,8,ship,True,,,False,False
28514,truck_s_001007.png,9,truck,9,truck,clean_hard,1,automobile,True,,,False,True
28515,airbus_s_001530.png,0,airplane,0,airplane,clean,1,automobile,True,,,False,False
28516,pekinese_s_001560.png,5,dog,2,bird,ood,8,ship,True,garage,,True,False
28517,wagtail_s_001057.png,2,bird,9,truck,gross,6,frog,True,,,True,True
28518,sparrow_s_001610.png,2,bird,0,airplane,near_miss,0,airplane,True,,,True,True
28519,puppy_s_001283.png,5,dog,5,dog,clean,2,bird,True,,,False,False
28520,tennessee_walking_horse_s_000416.png,7,horse,9,truck,ood,7,horse,True,bowling,,False,False
28521,nandu_s_000329.png,2,bird,6,frog,ood,5,dog,True,church_inside,,False,False
28522,capreolus_capreolus_s_000258.png,4,deer,4,deer,clean_hard,2,bird,True,,,False,True
28523,tabby_cat_s_000501.png,3,cat,3,cat,clean_hard,8,ship,True,,,False,True
28524,dawn_horse_s_000419.png,7,horse,3,cat,ood,5,dog,True,artstudio,,False,False
28525,jumbo_jet_s_000013.png,0,airplane,0,airplane,clean_hard,4,deer,True,,,False,True
28526,coupe_s_001781.png,1,automobile,4,deer,gross,2,bird,True,,,False,True
28527,tractor_trailer_s_000139.png,9,truck,3,cat,random_flip,4,deer,True,,,False,False
28528,broodmare_s_000028.png,7,horse,4,deer,near_miss,8,ship,True,,,False,True
28529,house_cat_s_000078.png,3,cat,3,cat,corrupted,4,deer,True,,contrast_low,True,False
28530,coupe_s_000943.png,1,automobile,1,automobile,clean,0,airplane,True,,,False,False
28531,king_charles_spaniel_s_000198.png,5,dog,5,dog,clean_hard,0,airplane,True,,,False,True
28532,coupe_s_001482.png,1,automobile,1,automobile,clean,5,dog,True,,,False,False
28533,toad_frog_s_000761.png,6,frog,1,automobile,gross,8,ship,True,,,False,True
28534,tip_truck_s_000298.png,9,truck,9,truck,clean,0,airplane,True,,,False,False
28535,compact_car_s_002291.png,1,automobile,1,automobile,corrupted,8,ship,True,,brightness_low,False,False
28536,blenheim_spaniel_s_000174.png,5,dog,5,dog,clean,9,truck,True,,,True,False
28537,pilot_boat_s_000340.png,8,ship,8,ship,clean,5,dog,True,,,False,False
28538,shooting_brake_s_001272.png,1,automobile,1,automobile,corrupted,7,horse,True,,contrast_low,False,False
28539,estate_car_s_001651.png,1,automobile,1,automobile,clean_hard,9,truck,True,,,False,True
28540,bufo_boreas_s_000409.png,6,frog,6,frog,clean,0,airplane,True,,,False,False
28541,convertible_s_001154.png,1,automobile,1,automobile,corrupted,4,deer,True,,brightness_low,False,False
28542,southwestern_toad_s_000024.png,6,frog,7,horse,gross,1,automobile,True,,,False,True
28543,truck_s_000038.png,9,truck,9,truck,clean_hard,4,deer,True,,,False,True
28544,wrecker_s_000792.png,9,truck,4,deer,gross,8,ship,True,,,False,True
28545,nandu_s_002001.png,2,bird,6,frog,gross,0,airplane,True,,,False,True
28546,scow_s_000750.png,8,ship,8,ship,clean_hard,1,automobile,True,,,True,True
28547,fire_engine_s_001866.png,9,truck,9,truck,clean,5,dog,True,,,True,False
28548,jetliner_s_001372.png,0,airplane,0,airplane,clean_hard,7,horse,True,,,False,True
28549,tractor_trailer_s_002182.png,9,truck,3,cat,random_flip,7,horse,True,,,False,False
28550,toy_dog_s_001633.png,5,dog,3,cat,near_miss,8,ship,True,,,False,True
28551,struthio_camelus_s_001428.png,2,bird,2,bird,clean,7,horse,True,,,True,False
28552,automobile_s_000817.png,1,automobile,1,automobile,corrupted,7,horse,True,,brightness_low,False,False
28553,lipizzan_s_001817.png,7,horse,9,truck,ood,0,airplane,True,inside_bus,,False,False
28554,house_cat_s_000293.png,3,cat,9,truck,random_flip,7,horse,True,,,False,False
28555,elk_s_001104.png,4,deer,4,deer,clean_hard,3,cat,True,,,False,True
28556,cat_s_001180.png,3,cat,3,cat,clean,0,airplane,True,,,False,False
28557,cassowary_s_001863.png,2,bird,3,cat,random_flip,0,airplane,True,,,False,False
28558,stealth_bomber_s_001430.png,0,airplane,0,airplane,clean_hard,2,bird,True,,,False,True
28559,auto_s_001348.png,1,automobile,1,automobile,clean,6,frog,True,,,False,False
28560,wrecker_s_001163.png,9,truck,9,truck,clean,6,frog,True,,,False,False
28561,odocoileus_hemionus_s_000092.png,4,deer,8,ship,random_flip,5,dog,True,,,False,False
28562,passenger_ship_s_001650.png,8,ship,8,ship,clean_hard,2,bird,True,,,False,True
28563,mouser_s_001639.png,3,cat,3,cat,clean,7,horse,True,,,True,False
28564,anthus_pratensis_s_000999.png,2,bird,7,horse,gross,0,airplane,True,,,True,True
28565,leptodactylus_pentadactylus_s_000161.png,6,frog,6,frog,clean,7,horse,True,,,False,False
28566,gelding_s_000137.png,7,horse,7,horse,clean,7,horse,True,,,False,False
28567,dumper_s_002227.png,9,truck,9,truck,clean,8,ship,True,,,False,False
28568,ostrich_s_000867.png,2,bird,3,cat,near_miss,2,bird,True,,,False,True
28569,gelding_s_001697.png,7,horse,7,horse,clean,0,airplane,True,,,False,False
28570,airliner_s_001661.png,0,airplane,0,airplane,clean_hard,0,airplane,True,,,False,True
28571,dump_truck_s_001615.png,9,truck,4,deer,gross,3,cat,True,,,False,True
28572,dump_truck_s_000111.png,9,truck,3,cat,ambiguous,3,cat,True,,,False,False
28573,stallion_s_000116.png,7,horse,6,frog,gross,8,ship,True,,,False,True
28574,cat_s_002196.png,3,cat,2,bird,gross,2,bird,True,,,False,True
